GENE_SYMBOL,logFC,P.Value
ARIH1,0.1478724,0.213
PLA2R1,0.269856,0.213
KRT36,-0.2081276,0.213
ZXDA,-0.1932871,0.213
RABEP2,-0.1227286,0.213
VCY,-0.1800669,0.213
SLC13A2,-0.1258129,0.213
ZNF425,-0.1246966,0.213
LOC100288368,-0.2694743,0.214
RUNDC3A,-0.1434633,0.214
RBM41,-0.1220628,0.214
FASTKD3,-0.1403933,0.214
GMIP,0.1113648,0.214
SLC6A6,-0.1282584,0.214
SACS-AS1,-0.2208728,0.214
RCBTB1,0.1249785,0.214
HPGD,-0.2276375,0.214
TBL1X,0.1376374,0.214
PKIA,-0.1143579,0.214
MANSC1,0.1448716,0.214
FANCC,0.1309776,0.214
SNORA73A,0.2956523,0.214
KRTAP12-4,0.303297,0.214
STAP2,-0.1742971,0.214
ZNF460,0.194195,0.214
STX7,0.1044927,0.214
CES1P2,0.2391173,0.214
RNF38,-0.1095567,0.214
SYCE1,0.3679615,0.214
SCARNA22,-0.1100392,0.214
SLC25A44,-0.1316499,0.214
PRDM9,0.3628775,0.214
THSD1,-0.1717049,0.214
EML6,-0.1301489,0.214
FOXJ2,-0.1347636,0.214
EPHX4,0.1706025,0.214
POGLUT1,-0.1117052,0.214
CYP2D6,0.1620732,0.214
XLOC_l2_008692,-0.1252701,0.215
CDKN2B,0.4003312,0.215
RD3,-0.1583336,0.215
FANCA,-0.1008441,0.215
LEPR,-0.124258,0.215
PTCH1,-0.1066631,0.215
TUBBP5,-0.1999608,0.215
WSB1,0.220568,0.215
MAPK12,-0.2685783,0.215
XLOC_l2_007907,0.2951269,0.215
CWF19L1,-0.1470196,0.215
CNOT3,-0.1368395,0.215
SNORA29,-0.1427273,0.215
ATG10,0.1384117,0.215
XAGE5,-0.3219853,0.215
RNF20,-0.1698519,0.215
DRD3,0.3645858,0.215
XLOC_l2_015288,0.2133564,0.215
LMLN,-0.2143699,0.215
KLRC4,0.399886,0.215
TMEM192,0.1302361,0.215
SELRC1,0.1249548,0.216
SLC37A3,-0.2462141,0.216
KIAA0232,-0.1541172,0.216
Q68PJ0,0.4377463,0.216
CRBN,-0.1071278,0.216
ADCYAP1R1,0.2024765,0.216
XLOC_001259,-0.3279064,0.216
DIAPH1,-0.1189446,0.216
MGAT2,-0.1187602,0.216
LOC100505903,-0.5234579,0.216
NEK2,0.2139335,0.216
SYT16,-0.2618667,0.216
RPS14,0.1299967,0.216
SRBD1,0.1657421,0.216
AKR7A3,-0.1491381,0.216
SNORD49A,0.1455913,0.216
PSG8,0.2470234,0.216
KRT33B,-0.4431045,0.216
SLC5A7,-0.2308649,0.216
ATAD5,-0.2891942,0.216
CEBPD,-0.2381939,0.216
SNORD15B,0.3282171,0.216
GPR148,0.3063678,0.216
KIAA2018,0.137986,0.217
ZNRF2P1,-0.2138346,0.217
ZNF323,-0.1929526,0.217
C6orf47,0.1800915,0.217
TGOLN2,-0.1450464,0.217
FAM164A,-0.1218065,0.217
EME1,0.1587407,0.217
ACTL8,0.1985887,0.217
XLOC_006520,0.3774766,0.217
LOC100129129,0.2265174,0.217
MAMDC2,0.1727954,0.217
FAM133A,-0.2409732,0.217
INO80,-0.1442444,0.217
CD28,-0.125842,0.217
PLLP,0.3351709,0.217
C15orf32,0.2665382,0.217
EIF2B4,-0.1591785,0.217
NOP58,-0.133707,0.217
PPM1J,0.1192767,0.217
XLOC_l2_015673,0.4891012,0.218
CLN8,-0.2196776,0.218
FGF12,0.1922761,0.218
LOC402779,-0.2322803,0.218
LRRC16A,-0.1828262,0.218
ADHFE1,0.1665769,0.218
DENND4C,-0.1583149,0.218
FOLR3,-0.2799405,0.218
NCAPD2,-0.1445945,0.218
MLL,-0.1793545,0.218
LOC100128239,0.1703562,0.218
XLOC_005777,0.3066655,0.218
ZNF610,0.1650001,0.218
EGF,0.3841518,0.218
ZNF639,-0.1072139,0.218
FAM46B,0.366204,0.218
PIGF,0.12534,0.218
PURA,0.1938616,0.218
ARID1A,-0.1119064,0.218
TRIM4,-0.1268138,0.218
SLC39A3,-0.2490279,0.218
VIPR2,-0.2039144,0.219
G2E3,-0.1104516,0.219
LOC100506660,0.122596,0.219
PNMA2,-0.1472846,0.219
TAL2,-0.1902212,0.219
CPE,-0.1350774,0.219
NOS1AP,-0.1736667,0.219
C15orf59,-0.1617851,0.219
TTBK2,-0.1780315,0.219
SMR3B,0.1881044,0.219
TFR2,-0.2186166,0.219
SNRPE,0.1307039,0.219
SLC25A22,0.1987779,0.219
CCDC33,0.1615747,0.22
PKNOX1,-0.1101955,0.22
SPATA12,0.1907758,0.22
ARSD,-0.1017116,0.22
UBE2E4P,0.3374387,0.22
ST18,0.1444183,0.22
KRT39,-0.1335671,0.22
GRIP1,-0.1604637,0.22
DKFZP586K1520,-0.1989239,0.22
XLOC_000364,-1.5192065,0.22
PEA15,0.1219088,0.22
LOC100506195,0.3471629,0.22
FAM198B,0.2968303,0.22
RBL2,-0.1407317,0.22
TIMP4,0.1408905,0.22
C6orf52,-0.1200413,0.22
FBXW10,0.1618544,0.22
RFX5,0.1041992,0.22
C3orf37,-0.1552298,0.22
MYCT1,0.18831,0.22
LOC100506930,-0.028305000000000004,0.22051152220418768
LOC440896,-0.1802666,0.221
KISS1R,-0.1663003,0.221
C6orf10,0.1949117,0.221
LY6G6C,-0.174573,0.221
PPM1K,-0.1301484,0.221
MMP9,0.2513187,0.221
RUFY4,-0.1887167,0.221
RMRP,0.2853392,0.221
LINC00113,0.1398859,0.221
MYL4,-0.4884853,0.221
UCP2,0.1808636,0.221
CXorf41,0.3445651,0.221
IGF2BP2,0.1598803,0.221
CELA2B,-0.2738591,0.221
SCARNA16,0.2082268,0.221
AMDHD1,0.4386861,0.221
CASP3,-0.1418279,0.221
COPZ2,-0.2008499,0.221
GALNT3,-0.1928509,0.221
ZHX3,0.1993706,0.221
TBC1D1,0.1591132,0.221
PTS,-0.1022312,0.221
C5orf62,0.1408321,0.221
CACNA2D4,0.14149,0.221
IAPP,-0.175301,0.222
UNKL,-0.1626288,0.222
LOC388796,0.0979095,0.222
SNORA68,0.2812903,0.222
SMR3A,0.1787349,0.222
GPATCH4,-0.1242415,0.222
PRPSAP1,0.1129318,0.222
LOC375196,0.2042906,0.222
PRG2,-0.213188,0.222
SERINC3,-0.1282135,0.222
LILRA1,-0.1247072,0.222
KCNRG,-0.1543932,0.222
TEX11,0.2400527,0.222
LOC283688,-0.1225851,0.222
ACTN4,0.1361667,0.222
KIAA0913,-0.0983223,0.222
NIF3L1,0.1285905,0.222
L3MBTL3,-0.1833856,0.222
ABLIM2,0.1020023,0.222
UBAC1,0.126449,0.222
OR4X1,0.3198427,0.222
SNORA12,-0.1440006,0.222
SSNA1,-0.1407876,0.222
ZBTB34,-0.1022924,0.222
SNORD31,0.4110058,0.222
LOC100652925,-0.1804282,0.222
NUP98,-0.1154493,0.222
NOG,0.1860832,0.222
PPBPL2,-0.2517564,0.222
IGFBPL1,-0.2423201,0.222
SNRNP35,-0.1119162,0.222
MORC3,0.1394603,0.222
C9orf150,-0.1724978,0.223
LOX,-0.5320629,0.223
SNRPF,0.1323284,0.223
C6orf106,0.1397838,0.223
CACNG2,0.1611612,0.223
PSMG4,0.107559,0.223
PRKX,-0.1030548,0.223
XLOC_l2_013873,-0.1797251,0.223
TMEM38A,0.1195048,0.223
WDR3,0.1697452,0.223
KIAA0664L3,-0.1988339,0.223
XLOC_010236,0.2424088,0.223
CXorf21,0.3946727,0.223
KRTAP10-7,-0.3606728,0.223
QTRTD1,0.1252604,0.223
CHRNA3,-0.1545083,0.223
ZNF554,0.2102353,0.223
PAQR4,-0.1532846,0.223
PDE4C,0.2665024,0.223
STARD8,-0.2799446,0.224
INE1,0.2000908,0.224
FAM116A,0.1453417,0.224
NR2F1,-0.2385795,0.224
SLC25A30,0.1567749,0.224
C7orf13,0.1074983,0.224
SERP2,0.2139273,0.224
DISC1,0.1084483,0.224
ARMC5,-0.1469897,0.224
FOXD3,0.2779448,0.224
LOC400027,-0.1288626,0.224
LOC100506649,-0.1956654,0.224
MYH2,-0.443177,0.224
AWAT1,-0.2923834,0.224
TRIM40,-0.3798997,0.224
CHPF,-0.1056918,0.224
STAG3L4,0.1095854,0.224
SUSD1,0.0987332,0.224
TP53I11,0.1388913,0.224
SECISBP2L,-0.1375766,0.224
SPC25,-0.202084,0.224
LOC728739,0.1630676,0.225
LOC338817,0.1970125,0.225
RRN3,-0.1021497,0.225
PHF10,-0.1786044,0.225
USE1,0.1271936,0.225
ZNF740,-0.3058991,0.225
RAX2,0.3356463,0.225
XLOC_009682,-0.3440192,0.225
PIP4K2A,0.1018445,0.225
FAM63A,0.1353077,0.225
ZNF711,-0.1492693,0.225
NAMPT,0.1188637,0.225
P2RY1,-0.1010018,0.225
XLOC_004734,-0.4628378,0.225
INMT,-0.2509885,0.225
WRAP53,-0.1424339,0.225
DTNB,0.163509,0.225
IL13RA2,0.3808417,0.225
CCNI2,0.2825081,0.225
S100A7,0.0994821,0.225
LCE3D,-0.281288,0.225
CD1A,-1.1130264,0.225
MGC70870,-0.1512268,0.226
FOXP3,0.1985631,0.226
VWC2,0.2491605,0.226
XYLT2,0.1397994,0.226
TPD52L2,-0.2372469,0.226
LOC100505944,-0.2577101,0.226
PLSCR3,0.1317734,0.226
ASF1B,-0.2606118,0.226
TBX15,0.2618413,0.226
NEGR1,-0.138656,0.226
ONECUT1,0.1722915,0.226
XLOC_012393,-0.1028113,0.226
ABP1,0.3285902,0.226
CNGA2,-0.2514723,0.226
B3GALT4,0.1095527,0.227
PSKH2,-0.32979,0.227
FIG4,-0.194296,0.227
GPRC5B,0.1789475,0.227
MPPED1,0.2179711,0.227
IFNA7,0.1995293,0.227
ABHD4,0.2321836,0.227
SIDT1,0.3907905,0.227
ATAD2B,0.1268083,0.227
TXLNG,0.2524159,0.227
ASB12,0.3178581,0.227
ARHGEF7,0.1008552,0.227
STK25,-0.1412509,0.227
EIF3D,0.1182738,0.227
ACACB,0.12474,0.227
POU6F1,-0.1259219,0.227
FLJ41941,-0.3067037,0.227
ZFAT,-0.1524761,0.227
LOC149837,-0.4789361,0.227
ALPI,-0.3773361,0.227
DTX2P1-UPK3BP1-PMS2P11,-0.11259195,0.22772306186050534
MB,0.20209965,0.2278894027207385
TRANK1,-0.1276622,0.228
RPRD1A,0.1028051,0.228
MARCH5,-0.1636359,0.228
C1orf177,0.2345677,0.228
GABPA,-0.1751744,0.228
SLC6A10P,0.0979616,0.228
SYNPO2,0.2631222,0.228
KRTAP12-2,-0.0986336,0.228
GPRIN3,-0.1696065,0.228
LINC00317,-0.2217521,0.228
PDIA6,0.1735189,0.228
XLOC_008222,-0.2844925,0.228
PHC2,-0.1627151,0.228
RASAL1,0.5517139,0.228
SLC24A5,0.3193305,0.228
MAST1,-0.1072997,0.228
FBXO11,-0.2069942,0.228
XLOC_000967,-0.1250848,0.228
YARS2,0.1153723,0.228
POLM,0.135938,0.229
PHKG1,-0.1729777,0.229
ZFPL1,-0.1525879,0.229
ITGAV,0.1147608,0.229
NUB1,-0.124772,0.229
FEZ2,-0.126961,0.229
POM121L1P,-0.1556371,0.229
P2RX5,0.1616235,0.229
CHGB,-0.1708637,0.229
GPR101,-0.267395,0.229
BAHCC1,-0.1676458,0.229
LOC100130700,0.1788456,0.229
TNIP3,-0.4284518,0.229
AGPAT2,0.3006309,0.229
TXNDC15,-0.2050045,0.229
RIT2,-0.1437979,0.229
LYNX1,0.1964357,0.229
RBP1,-0.1157721,0.229
COPS3,-0.1233439,0.229
TUBB6,0.1250632,0.229
APOL5,0.3725083,0.229
WIF1,0.3543738,0.23
TMEM100,-0.1478578,0.23
LOC728407,0.2556437,0.23
CPSF3L,-0.1744954,0.23
CLIC3,0.2577111,0.23
ARHGAP30,-0.2605154,0.23
RIPK4,-0.1864438,0.23
RNU12,0.2890031,0.23
LPCAT4,-0.1183896,0.23
RGL2,-0.1690207,0.23
ANXA10,-0.1500347,0.23
LOC401442,-0.229605,0.23
KCNQ5,0.3944919,0.23
APOBEC2,-0.4276035,0.23
LOC100652758,-0.1177032,0.23
LYZL4,0.192019,0.23
NCR2,-0.4182242,0.23
ANKMY1,-0.1199069,0.23
MYH9,0.1328035,0.23
OPN1SW,-0.4921872,0.23
DEFB121,-0.2189799,0.231
ALG5,-0.1036077,0.231
SCYL2,0.0997345,0.231
BDH1,-0.1150867,0.231
OR51V1,0.3624442,0.231
XLOC_013038,0.1393566,0.231
SNRK,-0.1272343,0.231
APBA1,-0.1373868,0.231
PEBP4,0.2220609,0.231
LOC729040,-0.2684477,0.231
EPM2A,-0.1380874,0.231
WSCD2,-0.2106248,0.231
ZNF514,0.1213579,0.231
LINC00161,0.2707827,0.231
XLOC_l2_011873,0.1798771,0.231
ING1,-0.1313921,0.231
FAM87B,-0.017780100000000007,0.23140834833294077
HOGA1,-0.2391062,0.232
ASNSD1,-0.100915,0.232
LHX8,0.355943,0.232
ST6GAL1,-0.1593013,0.232
MYL1,0.293294,0.232
CSAD,-0.2565853,0.232
FUT4,0.1188471,0.232
TNFSF18,0.1935574,0.232
PAK4,-0.1514704,0.232
POT1,-0.1662234,0.232
SLC39A2,0.1132507,0.232
USP30,-0.2620906,0.232
PSMD12,-0.1424267,0.232
PARK2,-0.1417752,0.232
LOC100134868,0.2257983,0.232
TMEM174,-0.1170913,0.232
SEC14L6,0.2096295,0.232
ZMYND15,-0.1967677,0.232
XLOC_l2_012159,-0.2872865,0.232
ZC3H10,0.1242184,0.232
SRL,0.1363212,0.232
BCAP31,-0.1303543,0.233
NXT1,0.1059389,0.233
CASP9,-0.1189307,0.233
RAD9B,0.2612246,0.233
RAB3IL1,0.298789,0.233
XLOC_008370,0.1758437,0.233
EVI5L,-0.1056541,0.233
VPS13D,-0.1400947,0.233
BCAR1,-0.1276656,0.233
GPR142,0.3189978,0.233
GPNMB,0.1877748,0.233
PIK3R4,-0.1076183,0.233
SNORA63,0.2547976,0.233
LOC91450,-0.1320756,0.233
SPRR2G,-0.170033,0.233
C18orf19,0.164706,0.233
CCNO,-0.2238901,0.233
ARRDC5,-0.3495942,0.233
UGT2B11,0.2742358,0.233
KCNK1,0.2409642,0.233
CSRNP1,-0.2154382,0.233
KIAA1429,-0.1053886,0.233
RPS6KL1,-0.1750655,0.234
DTYMK,-0.1635375,0.234
OR52E8,0.475663,0.234
SPCS3,0.1022076,0.234
TBCCD1,0.0974932,0.234
LCN2,-0.260395,0.234
GMCL1,0.1948517,0.234
OR52R1,-0.2802617,0.234
SERPINA11,0.2320442,0.234
CGREF1,-0.1325083,0.234
MPZ,-0.1448872,0.234
OTUD4,0.2008452,0.234
OLIG2,-0.1332398,0.234
ICA1L,0.1324782,0.235
FMO9P,0.1341481,0.235
OXCT2,0.3241697,0.235
MTHFD2,-0.1163205,0.235
HOXD1,0.2215696,0.235
FAM166A,0.191917,0.235
CCDC25,-0.1043529,0.235
RDH12,-0.2043855,0.235
KRTAP22-1,-0.1706947,0.235
IDH3G,-0.1044117,0.235
NOTCH2NL,0.2329523,0.235
SRCIN1,-0.149068,0.235
MFSD3,-0.1077931,0.235
APOBEC3C,0.2622832,0.235
FOXN2,0.1127556,0.235
XLOC_000280,-0.2323714,0.235
CD37,0.3069576,0.235
XLOC_l2_004120,0.2550701,0.235
ZNF20,-0.1160536,0.235
RFC1,0.1168676,0.235
ABCC11,-0.2380347,0.235
RAB1A,-0.1012822,0.236
HGD,-0.3391364,0.236
CCPG1,-0.1671746,0.236
PRR11,0.2613939,0.236
OR5K2,0.3916408,0.236
C16orf82,0.565573,0.236
PARM1,-0.1709919,0.236
SLC5A3,-0.2127892,0.236
ZZZ3,0.1005771,0.236
BAK1,-0.1152084,0.236
PCDHB5,-0.1131794,0.236
LOC100505533,0.3941886,0.236
SLC25A38,-0.1393456,0.236
PAFAH1B2,-0.1175024,0.236
HOXD12,0.2420906,0.236
LOC284191,0.2348067,0.236
ABI2,-0.1359716,0.236
GLIS1,0.2188404,0.236
LOC339807,-0.1600266,0.236
KAZN,-0.1488138,0.236
TRIM66,-0.1186769,0.236
LINC00320,0.2440031,0.236
TRIP11,-0.0943374,0.237
DCBLD1,0.209507,0.237
XLOC_005912,0.1954154,0.237
ELMO3,-0.1634728,0.237
ACSM4,-0.4481661,0.237
LOC100506553,0.1989666,0.237
SIGLEC16,0.1826657,0.237
C16orf11,-0.2581416,0.237
LOC400620,0.2728148,0.237
LOC100190938,0.3861421,0.237
FAM122C,0.1492371,0.237
PKHD1,0.2037404,0.237
CHRAC1,-0.1183761,0.237
CRLF2,-0.2225036,0.237
SRRM4,-0.1171452,0.237
NSUN7,-0.4036578,0.237
CCNC,-0.1363049,0.237
SAMD10,0.1580436,0.237
ASTL,-0.428808,0.237
SCAP,-0.1032419,0.237
NLK,0.128062,0.237
C12orf11,0.1241388,0.237
DLC1,-0.1765629,0.237
C4orf46,0.1041207,0.237
EIF3A,0.09519475,0.23755798625011362
RFXANK,0.1049684,0.238
ATG16L1,-0.1084689,0.238
ATP1B4,-0.2378668,0.238
DNAJC13,-0.1915562,0.238
XLOC_007466,-0.1732356,0.238
PARP10,-0.1688095,0.238
IRX6,-0.2778139,0.238
OR52I1,-0.2966565,0.238
BCKDHB,0.1034589,0.238
LOC100506328,0.2161692,0.238
LOC646214,0.1646198,0.238
ASB14,0.2949755,0.238
LZTFL1,-0.1420442,0.238
CIDEB,-0.1948122,0.238
TG,-0.1690254,0.238
GLRA1,0.2662104,0.238
CUL2,-0.2769944,0.238
NKAPP1,-0.1329674,0.238
RBM17,-0.103179,0.238
SMS,0.1264479,0.238
KLF1,-0.0950185,0.238
VAMP1,0.1315733,0.238
XLOC_000497,0.1730864,0.238
ZNF549,-0.1112552,0.239
TAS2R20,-0.2094364,0.239
LOC283038,-0.1466333,0.239
CSMD3,-0.1234296,0.239
GRIN1,-0.3091374,0.239
DDX25,0.1378849,0.239
SLC46A3,0.1509429,0.239
TPRX1,0.1574237,0.239
NHS,-0.1389821,0.239
LOC400752,0.2028631,0.239
SMYD4,0.1075053,0.239
RPL29,0.123235,0.239
UBXN10,0.4181787,0.239
XLOC_005341,0.2311204,0.239
SNORA11D,-0.191894,0.239
FAM65A,0.0984853,0.239
DIP2A,-0.1643326,0.239
FAM183A,-0.3099508,0.24
SH3KBP1,0.1421645,0.24
CHTOP,-0.1536023,0.24
DPP10,0.1088213,0.24
LRPAP1,-0.1464061,0.24
B4GALNT3,0.3494059,0.24
LCE1E,-0.1383789,0.24
FRG1B,0.2426218,0.24
BAZ1A,-0.1169099,0.24
XLOC_l2_003293,0.22022095,0.24010371635101893
SPEG,-0.14544605,0.24094932194022248
FAM126B,-0.131351,0.241
TMEM9B,-0.1338615,0.241
SLC20A1,0.134162,0.241
SOCS2,-0.1005612,0.241
MCM10,-0.1234882,0.241
DRD5,0.3091746,0.241
RBM26-AS1,-0.2409163,0.241
THG1L,-0.1370196,0.241
TBX1,-0.2927755,0.241
OR1D2,0.1242849,0.241
XLOC_012004,-0.1761093,0.241
SMAD7,0.1149575,0.241
HTR3C,0.394339,0.241
XLOC_000895,-0.2485784,0.241
GOLGA6L9,0.1811387,0.241
HIST1H4C,-0.2465475,0.242
SLC35F4,-0.1571509,0.242
PNMA5,0.1218692,0.242
CHD9,-0.0964357,0.242
AKR1CL1,-0.2426436,0.242
LONRF1,0.1584989,0.242
XLOC_009948,-0.1678627,0.242
RBCK1,-0.1185346,0.242
ST6GALNAC1,0.207917,0.242
LALBA,-0.2048796,0.242
FLJ31306,-0.1360606,0.242
STON1-GTF2A1L,0.2111651,0.242
ZNF783,-0.1275214,0.242
MTMR8,0.1195935,0.242
PCDHB16,-0.1571334,0.242
MCFD2,-0.1142264,0.242
MCOLN2,-0.2106493,0.242
SPIRE2,0.1111057,0.242
ANKH,0.1368805,0.242
SGCZ,-0.1636867,0.242
SOX2-OT,0.3626389,0.242
LOC641365,-0.1518381,0.242
METTL21C,-0.4049428,0.242
IVL,-0.262269,0.242
TBP,0.0928806,0.242
YME1L1,0.1153635,0.243
XLOC_000822,-0.2100998,0.243
ASGR1,-0.1034171,0.243
SNORD79,0.5036177,0.243
SPTBN2,-0.1324682,0.243
WDR36,-0.1121166,0.243
POM121L4P,-0.2822262,0.243
ERN2,0.1731219,0.243
CEL,-0.1708719,0.243
RPL13A,0.0978106,0.243
IRF5,-0.1886175,0.243
ZNF92,-0.1266295,0.243
SLITRK6,0.1176277,0.243
LEP,0.2204199,0.243
PLS3,0.2373064,0.243
FAM165B,0.1087724,0.243
LOC283481,0.1314641,0.244
FLJ43681,0.1598038,0.244
TRABD,-0.251786,0.244
TEF,-0.1678912,0.244
PODNL1,0.1503418,0.244
CREB3L1,-0.1434723,0.244
CLEC12A,0.3169947,0.244
XLOC_004625,-0.1750932,0.244
LYZL1,-0.2848778,0.244
TCTE1,0.1856377,0.244
TSEN2,0.1527549,0.244
EPB41L3,0.1452064,0.244
DUOXA1,0.1551087,0.244
CITED4,-0.1257089,0.244
RWDD3,-0.1043057,0.244
LPL,-0.2410559,0.244
C1QB,-0.4111543,0.244
OR8B8,0.1941279,0.244
SLC26A5,0.3393575,0.244
RPS13,0.1006114,0.244
SHMT1,0.1436048,0.245
NFATC4,-0.1115896,0.245
PANK4,-0.1633254,0.245
FAM120B,-0.1380384,0.245
CDK15,0.2344941,0.245
WDR34,-0.1054501,0.245
SUV420H2,-0.2551929,0.245
C14orf33,0.1180511,0.245
XLOC_000397,0.1688446,0.245
SPAG16,0.136767,0.245
LHFP,0.1143289,0.245
POMT2,-0.1287057,0.245
NLRC5,0.1325348,0.245
NRIP2,-1.5601705,0.245
METAP1,0.1127096,0.245
DGAT2,0.1104637,0.245
XLOC_007962,-0.3299971,0.246
NWD1,0.2504932,0.246
LOC100132215,-0.241554,0.246
C19orf79,0.1142713,0.246
LANCL1,-0.1207907,0.246
KIAA1210,-0.5606699,0.246
PON3,0.2148005,0.246
CDKN1C,0.1165792,0.246
XLOC_010421,0.2705991,0.246
TXNRD3,-0.1362485,0.246
SSPN,-0.1405782,0.246
PCDHGC4,-0.3380279,0.246
ZNF367,0.9455417,0.246
TPST2,0.1122966,0.246
GPR3,0.2323416,0.246
PYROXD1,-0.1262938,0.246
ALDH16A1,-0.1118803,0.246
CSF2RB,0.2212342,0.246
GOLGA2,-0.140858,0.246
PLA2G4A,0.1165033,0.246
XLOC_002433,-0.225766,0.246
C16orf78,0.1592298,0.247
SNORA71A,0.1654108,0.247
LOC644714,0.1809089,0.247
SCNN1B,-0.4392092,0.247
RWDD1,0.1070592,0.247
KLHL31,0.2249754,0.247
KIAA1804,0.2213185,0.247
LOC643406,-0.4553953,0.247
ANKS1B,-0.1470444,0.247
CD3G,0.2152064,0.247
ANO9,0.3389718,0.247
CD200R1,-0.3860334,0.247
FOXO4,-0.1804715,0.247
HIST1H2BN,-0.5897716,0.247
OR1A1,-0.2048079,0.248
HMHB1,0.0975633,0.248
PPL,-0.2400402,0.248
IGDCC3,-0.1429289,0.248
ORC3,0.1014245,0.248
URB1,-0.100386,0.248
NUDT21,0.1317331,0.248
SNORD46,0.3264915,0.248
GOLGA6C,0.2465983,0.248
TLL2,0.3828078,0.248
LAMTOR3,-0.1790182,0.248
LOC283404,0.2533055,0.248
SERBP1,0.1460425,0.248
AMN1,0.1743679,0.248
REXO2,0.1061041,0.248
LOC100130987,0.2191236,0.248
FAM131B,-0.09612,0.248
C2orf77,-0.2529681,0.248
CLDN17,0.1453491,0.248
NT5C,0.1134482,0.248
C5orf38,-0.1151004,0.248
VPS41,0.1148704,0.248
SMARCD1,0.1213888,0.248
CHEK1,-0.2002549,0.248
TBC1D17,-0.1361731,0.249
ANKDD1B,-0.1663006,0.249
BRD7,0.1462996,0.249
ABRA,-0.1828499,0.249
TREM1,-0.1058928,0.249
KIAA0513,-0.1197335,0.249
OR13J1,0.1723879,0.249
CHAT,-0.1545312,0.249
XLOC_002968,-0.1820272,0.249
CREM,0.1130254,0.249
CD86,0.4946745,0.249
QTRT1,-0.1355128,0.249
CLDN22,0.2553506,0.249
HEATR6,0.106209,0.249
HIST1H4E,-0.2294156,0.249
ABCC3,0.1541827,0.249
CDADC1,-0.1511178,0.249
C19orf50,-0.2136853,0.249
CRB3,0.2548184,0.249
MCM6,0.1380356,0.249
IQCD,-0.1286761,0.249
MLEC,-0.1918634,0.249
F11R,0.1879546,0.249
XKR4,0.1973762,0.249
OR2T33,0.2647933,0.25
SSBP3,-0.31092,0.25
DBR1,-0.1360027,0.25
MTMR1,0.1458189,0.25
PPP1R3E,0.1208211,0.25
SERPINB9,-0.1472343,0.25
LATS2,-0.1471215,0.25
TTTY14,-0.1667447,0.25
CCDC42,-0.3113144,0.25
MED29,0.3466809,0.25
POU4F3,-0.2169431,0.25
KIAA0317,-0.1663825,0.25
FNDC1,0.2000322,0.25
SBF2,0.1333018,0.25
PROP1,-0.2671781,0.25
MTMR10,0.0991851,0.251
DSTYK,0.1095697,0.251
LZTS1,-0.173781,0.251
ADAM28,-0.3334076,0.251
PGBD1,-0.1098195,0.251
WHSC1L1,-0.1051516,0.251
ENDOV,-0.166005,0.251
MYO16,-0.1255552,0.251
SOX9,0.2148463,0.251
THUMPD1,-0.106882,0.251
ANKRD19P,0.176319,0.251
GNAQ,-0.101034,0.251
C12orf66,-0.1901497,0.251
ZMYM5,-0.1120865,0.251
FOXC2,0.2915498,0.251
GEMIN8P4,-0.120615,0.251
LOC100288198,-0.2433532,0.252
LOC100505616,0.1840487,0.252
SALL4,-0.1414822,0.252
LYPLA1,0.1267726,0.252
C3orf27,-0.3056858,0.252
DHX58,0.1046304,0.252
TRIM14,0.1605817,0.252
NANOS3,0.1325088,0.252
AP4S1,-0.1503263,0.252
SNORD116-27,-0.1282189,0.252
ZNF644,-0.154985,0.252
AGXT,-0.1528662,0.252
ATAD3C,-0.1358592,0.252
GOLGA7B,0.1123906,0.252
IFIT1,0.2175485,0.252
TSNAX,0.1280689,0.253
NXN,-0.1520575,0.253
NPPA,-0.1293759,0.253
GRHL2,-0.1509968,0.253
LOC400743,0.2688698,0.253
IFI16,-0.309132,0.253
TEAD2,0.2504424,0.253
LOC100130264,-0.1823122,0.253
TCEAL2,0.2125002,0.253
LOC100506714,0.1133267,0.253
OR13H1,-0.286881,0.253
TMEM171,0.2105076,0.253
C17orf82,-0.1227531,0.253
MOSPD1,-0.1522647,0.253
PLAC8,0.6647404,0.253
NCOA3,-0.1169693,0.253
DZIP3,-0.117979,0.253
TMEM51,0.1227833,0.253
C3orf36,0.2540356,0.253
GTF3C3,0.1126999,0.253
MBD3L2,0.1974343,0.254
XLOC_000036,0.3308727,0.254
C3orf70,0.1321781,0.254
PALB2,-0.1052587,0.254
TSPYL5,-0.22711,0.254
GUCA2A,0.2016011,0.254
ZC3H12A,0.1227928,0.254
CASZ1,0.1109784,0.254
MST1,-0.1403983,0.254
TTC15,0.099282,0.254
SPANXN5,-0.363161,0.254
LOC100506446,0.4094153,0.254
SPI1,-0.2102883,0.254
LOC100506289,-0.2458045,0.254
OR2AG2,-0.1573455,0.254
EFNB2,0.1080253,0.254
CLCN4,-0.1336176,0.254
BST1,0.1646373,0.254
FGFR1,-0.1066251,0.254
SYPL2,0.1936363,0.254
RFPL4A,-0.1650432,0.254
NMS,0.4245877,0.254
NRARP,-0.192344,0.255
ACADS,-0.2284019,0.255
RPS2P32,0.119018,0.255
LOC646938,-0.2106508,0.255
LRRC4C,0.2094392,0.255
GUCA2B,-0.2340483,0.255
TTC24,-0.2372776,0.255
BEND5,-0.0970109,0.255
CRCP,-0.2594968,0.255
NAP1L2,-0.1662123,0.255
FAM83D,0.4244368,0.256
NIPSNAP3A,0.143376,0.256
VEGFA,0.1447079,0.256
